x-axis,1
second,Volt
-760.0000E-09,
-759.8000E-09,
-759.6000E-09,
-759.4000E-09,-1.6778242248113E+00
-759.2000E-09,-1.9121338422412E+00
-759.0000E-09,-1.9121338422410E+00
-758.8000E-09,-1.8493723375722E+00
-758.6000E-09,-1.7238493282347E+00
-758.4000E-09,-1.1799162877718E+00
-758.2000E-09,-20.9205015551E-03
-758.0000E-09,+1.2175731905747E+00
-757.8000E-09,+1.8995815413078E+00
-757.6000E-09,+2.0920501556249E+00
-757.4000E-09,+1.9037656416183E+00
-757.2000E-09,+1.5815899176517E+00
-757.0000E-09,+1.1589957862153E+00
-756.8000E-09,+635.9832473089E-03
-756.6000E-09,+158.9958118266E-03
-756.4000E-09,-426.7782317485E-03
-756.2000E-09,-1.0585773787473E+00
-756.0000E-09,-1.5774058173420E+00
-755.8000E-09,-1.8158995350827E+00
-755.6000E-09,-1.8702928391286E+00
-755.4000E-09,-1.7280334285457E+00
-755.2000E-09,-1.2970710964865E+00
-755.0000E-09,-594.1422441961E-03
-754.8000E-09,+230.1255171210E-03
-754.6000E-09,+1.0376568771921E+00
-754.4000E-09,+1.7824267325943E+00
-754.2000E-09,+2.0209204503340E+00
-754.0000E-09,+1.9832635475321E+00
-753.8000E-09,+1.8870292403733E+00
-753.6000E-09,+1.8158995350821E+00
-753.4000E-09,+1.5732217170291E+00
-753.2000E-09,+1.2761505949303E+00
-753.0000E-09,+682.0083507319E-03
-752.8000E-09,-158.9958118299E-03
-752.6000E-09,-853.5564634967E-03
-752.4000E-09,-1.2887028958659E+00
-752.2000E-09,-1.5439330148519E+00
-752.0000E-09,-1.8368200366396E+00
-751.8000E-09,-1.9330543437975E+00
-751.6000E-09,-1.8242677357043E+00
-751.4000E-09,-1.4267782061345E+00
-751.2000E-09,-757.3221563336E-03
-751.0000E-09,-54.3933040437E-03
-750.8000E-09,+443.5146329942E-03
-750.6000E-09,+853.5564634964E-03
-750.4000E-09,+1.2552300933763E+00
-750.2000E-09,+1.6276150210774E+00
-750.0000E-09,+1.8786610397519E+00
-749.8000E-09,+1.9958158484665E+00
-749.6000E-09,+1.9205020428631E+00
-749.4000E-09,+1.7029288266775E+00
-749.2000E-09,+1.3221756983530E+00
-749.0000E-09,+656.9037488630E-03
-748.8000E-09,-221.7573165003E-03
-748.6000E-09,-949.7907706568E-03
-748.4000E-09,-1.4769874098734E+00
-748.2000E-09,-1.8326359363288E+00
-748.0000E-09,-1.9037656416187E+00
-747.8000E-09,-1.8493723375720E+00
-747.6000E-09,-1.7238493282342E+00
-747.4000E-09,-1.2970710964848E+00
-747.2000E-09,-447.6987332988E-03
-747.0000E-09,+485.3556361101E-03
-746.8000E-09,+1.1882844883985E+00
-746.6000E-09,+1.5355648142302E+00
-746.4000E-09,+1.8075313344612E+00
-746.2000E-09,+1.9288702434866E+00
-746.0000E-09,+1.8242677357041E+00
-745.8000E-09,+1.3682008017758E+00
-745.6000E-09,+573.2217426366E-03
-745.4000E-09,-292.8870217922E-03
-745.2000E-09,-1.1046024821743E+00
-745.0000E-09,-1.6443514223243E+00
-744.8000E-09,-1.9414225444215E+00
-744.6000E-09,-1.9456066447308E+00
-744.4000E-09,-1.6778242248091E+00
-744.2000E-09,-1.0836819806096E+00
-744.0000E-09,-271.9665202259E-03
-743.8000E-09,+564.8535420240E-03
-743.6000E-09,+1.2845187955581E+00
-743.4000E-09,+1.7824267325953E+00
-743.2000E-09,+1.9874476478446E+00
-743.0000E-09,+1.9497907450418E+00
-742.8000E-09,+1.5606694160933E+00
-742.6000E-09,+774.0585575751E-03
-742.4000E-09,-209.2050155698E-03
-742.2000E-09,-1.0962342815537E+00
-742.0000E-09,-1.6150627201457E+00
-741.8000E-09,-1.8200836353948E+00
-741.6000E-09,-1.8410041369498E+00
-741.4000E-09,-1.9288702434868E+00
-741.2000E-09,-1.8535564378828E+00
-741.0000E-09,-1.5188284129809E+00
-740.8000E-09,-1.0041840746960E+00
-740.6000E-09,-410.0418304981E-03
-740.4000E-09,+368.2008273958E-03
-740.2000E-09,+995.8158740823E-03
-740.0000E-09,+1.5397489145442E+00
-739.8000E-09,+1.8702928391310E+00
-739.6000E-09,+1.9958158484668E+00
-739.4000E-09,+1.9790794472207E+00
-739.2000E-09,+1.8284518360147E+00
-739.0000E-09,+1.5732217170276E+00
-738.8000E-09,+1.0711296796755E+00
-738.6000E-09,+301.2552224034E-03
-738.4000E-09,-619.2468460726E-03
-738.2000E-09,-1.4393305070764E+00
-738.0000E-09,-1.8912133406881E+00
-737.8000E-09,-1.9121338422407E+00
-737.6000E-09,-1.8786610397507E+00
-737.4000E-09,-1.6108786198283E+00
-737.2000E-09,-899.5815669116E-03
-737.0000E-09,+75.3138056116E-03
-736.8000E-09,+1.0209204759534E+00
-736.6000E-09,+1.7531380304199E+00
-736.4000E-09,+2.0753137543822E+00
-736.2000E-09,+1.9916317481535E+00
-736.0000E-09,+1.7405857294774E+00
-735.8000E-09,+1.3849372030202E+00
-735.6000E-09,+753.1380560188E-03
-735.4000E-09,-92.0502068562E-03
-735.2000E-09,-903.7656672379E-03
-735.0000E-09,-1.6192468204606E+00
-734.8000E-09,-1.9121338422434E+00
-734.6000E-09,-1.8828451400616E+00
-734.4000E-09,-1.8158995350816E+00
-734.2000E-09,-1.6610878235644E+00
-734.0000E-09,-878.6610653537E-03
-733.8000E-09,-8.3682006138E-03
-733.6000E-09,+744.7698554098E-03
-733.4000E-09,+1.2175731905780E+00
-733.2000E-09,+1.6527196229479E+00
-733.0000E-09,+1.9999999487809E+00
-732.8000E-09,+1.9832635475315E+00
-732.6000E-09,+1.8284518360142E+00
-732.4000E-09,+1.5732217170269E+00
-732.2000E-09,+1.1589957862114E+00
-732.0000E-09,+489.5397364085E-03
-731.8000E-09,-476.9874354934E-03
-731.6000E-09,-1.3640167014768E+00
-731.4000E-09,-1.8535564378883E+00
-731.2000E-09,-1.9372384441089E+00
-731.0000E-09,-1.7364016291660E+00
-730.8000E-09,-1.2970710964822E+00
-730.6000E-09,-359.8326267556E-03
-730.4000E-09,+937.2384697357E-03
-730.2000E-09,+1.8661087388276E+00
-730.0000E-09,+2.0920501556263E+00
-729.8000E-09,+1.8158995350783E+00
-729.6000E-09,+1.2175731905661E+00
-729.4000E-09,+376.5690280022E-03
-729.2000E-09,-581.5899432752E-03
-729.0000E-09,-1.3472803002310E+00
-728.8000E-09,-1.6736401245030E+00
-728.6000E-09,-1.8535564378855E+00
